"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-850468","LiTiV2O6","Cm","-2.747","0.074","1.393","","10","3.741","112.162","true","monoclinic",""
"mp-768019","LiTi2V3O10","P1","-2.816","0.075","1.448","","16","3.598","191.771","true","triclinic",""
"mp-765247","Li4Ti5VO12","P1","-3.012","0.079","0.000","","66","3.536","718.46","false","triclinic",""
"mp-769560","Li2TiV3O8","C2/m","-2.657","0.08","0.733","","14","3.692","154.062","true","monoclinic",""
"mp-769487","Li4Ti4V5O18","Pbam","-2.825","0.081","0.127","","62","3.666","690.315","false","orthorhombic",""
"mp-764914","Li3Ti4VO8","C2/m","-2.841","0.081","0.000","","16","4.374","148.525","true","monoclinic",""
"mp-771857","LiTiVO5","Cmme","-2.762","0.084","1.819","","16","3.02","204.284","true","orthorhombic",""
"mp-763961","Li5TiV3O8","Cm","-2.465","0.084","0.000","","17","3.585","168.311","true","monoclinic",""
"mp-769497","Li4TiV8O18","P1","-2.531","0.088","0.011","","62","3.764","680.409","false","triclinic",""
"mp-765164","Li3Ti2V3O12","P21/c","-2.719","0.088","0.933","","80","2.978","1028.963","false","monoclinic",""
"mp-769491","Li4Ti2V7O18","Pmc21","-2.628","0.089","0.163","","62","3.754","679.412","false","orthorhombic",""
"mp-775618","Li2TiV5O12","C2","-2.58","0.089","0.660","","20","3.535","238.832","true","monoclinic",""
"mp-868760","Li3Ti2VO6","C2/m","-2.78","0.091","0.000","","12","3.905","112.055","true","monoclinic",""
"mp-762484","Li2Ti3VO8","C2/m","-3.032","0.091","0.263","","14","3.612","154.669","false","monoclinic",""
"mp-771682","Li2TiV2O6","Cmce","-2.692","0.094","0.961","","22","3.596","239.812","true","orthorhombic",""
"mp-762531","Li2Ti2V5O12","P21","-2.682","0.094","0.855","","42","4.05","456.184","true","monoclinic",""
"mp-763640","Li2Ti3V3O12","P1","-2.877","0.095","0.974","","20","3.599","231.755","true","triclinic",""
"mp-768011","LiTi3VO8","R3m","-3.113","0.096","1.542","","13","3.488","156.859","true","trigonal",""
"mp-763509","LiTiVO4","Imma","-2.848","0.096","0.312","","14","3.741","150.689","true","orthorhombic",""
"mp-765283","Li5TiV3O8","P212121","-2.452","0.097","0.628","","68","3.778","638.952","true","orthorhombic",""
"mp-763707","Li4Ti3VO8","Pm","-2.813","0.102","0.000","","16","3.336","174.381","true","monoclinic",""
"mp-771445","Li4Ti5VO12","C2/m","-2.988","0.103","0.000","","22","3.518","240.734","true","monoclinic",""
"mp-776628","Li4TiV5O12","C2/m","-2.549","0.103","0.247","","22","3.658","237.086","true","monoclinic",""
"mp-782720","LiTiV3O8","P1","-2.643","0.103","0.869","","13","3.578","155.751","true","triclinic",""
"mp-768022","LiTi4VO8","P1","-3.032","0.106","0.000","","14","4.275","146.558","true","triclinic",""
"mp-768018","Li2Ti4VO8","C2/m","-2.933","0.11","0.000","","15","4.34","147.032","true","monoclinic",""
"mp-759849","Li2Ti6Zn3O16","P21","-3.033","0","2.829","4","54","4.122","606.872","true","monoclinic",""
"mp-774797","Li2Ti3ZnO8","P213","-3.07","0","3.127","","56","3.867","602.692","true","cubic",""
"mp-773039","Li2Ti6Zn3O16","P21","-3.032","0.001","2.849","","54","4.132","605.53","true","monoclinic",""
"mp-773081","Li3Ti6Zn3O16","P21","-2.984","0.013","0.000","","56","4.152","608.097","true","monoclinic",""
"mp-762378","Li2V3CoO8","R3","-2.346","0.002","1.622","33","56","3.948","594.981","true","trigonal",""
"mp-768046","LiVCoO4","Imma","-2.152","0.005","1.591","","14","4.114","145.981","true","orthorhombic",""
"mp-761752","LiVCoO4","Cmcm","-2.144","0.013","1.937","","14","3.837","156.491","true","orthorhombic",""
"mp-765432","Li2V3CoO8","R3m","-2.325","0.024","0.000","","14","3.958","148.362","true","trigonal",""
"mp-780748","LiVCoO4","Pnma","-2.132","0.026","2.193","","28","3.785","317.274","true","orthorhombic",""
"mp-761722","LiVCoO4","P4322","-2.123","0.035","1.466","","28","4.066","295.348","true","tetragonal",""
"mp-771711","Li4V3CoO8","C2/m","-2.326","0.041","0.847","","16","4.067","150.057","true","monoclinic",""
"mp-775098","Li2VCo3O8","R3m","-1.834","0.044","0.241","","14","4.598","133.481","true","trigonal",""
"mp-770971","Li2VCoO4","P1","-2.173","0.05","1.437","","24","4.222","221.558","true","triclinic",""
"mp-773359","Li2VCoO4","Imma","-2.173","0.051","1.338","","16","4.194","148.687","true","orthorhombic",""
"mp-776910","Li3V3(CoO6)2","P21/c","-2.114","0.051","1.228","","80","3.206","1001.724","false","monoclinic",""
"mp-774950","Li2V3CoO8","P1","-2.294","0.054","0.787","","56","4.068","577.433","true","triclinic",""
"mp-776751","Li4V5Co3O16","Cm","-2.192","0.061","1.287","","28","4.085","290.761","true","monoclinic",""
"mp-774094","Li5V5(CoO6)2","C2","-2.257","0.061","1.329","","24","4.38","227.184","true","monoclinic",""
"mp-761729","Li2VCo3O8","P63mc","-1.811","0.067","0.382","","28","4.763","257.717","true","hexagonal",""
"mp-773287","Li3V2CoO6","C2/m","-2.26","0.067","0.000","","12","4.126","111.73","true","monoclinic",""
"mp-761801","LiV2CoO6","P1","-2.183","0.074","1.027","","10","4.322","101.329","false","triclinic",""
"mp-773270","LiV3CoO10","C2","-2.041","0.076","0.565","","15","3.119","201.621","true","monoclinic",""
"mp-766824","Li4VCo3O8","P1","-1.959","0.076","1.410","","16","3.448","184.7","true","triclinic",""
"mp-765546","Li2V3CoO8","R3m","-2.27","0.078","0.000","","14","4.139","141.885","true","trigonal",""
"mp-777304","Li2V3CoO8","Cm","-2.269","0.08","0.842","","14","3.863","152.009","true","monoclinic",""
"mp-771433","Li5V2Co3O10","P1","-2.077","0.084","0.349","","20","4.254","184.799","false","triclinic",""
"mp-771557","Li5V2Co5O12","C2","-1.938","0.085","0.476","","24","4.658","222.165","true","monoclinic",""
"mp-764669","Li4V3CoO10","C2","-2.283","0.088","0.000","","18","3.221","205.948","true","monoclinic",""
"mp-765399","Li2VCoO5","P4/nmm","-2.082","0.089","0.629","","18","3.364","201.166","true","tetragonal",""
"mp-771101","Li3V(CoO2)4","C2/m","-1.832","0.09","0.000","","16","4.897","147.673","true","monoclinic",""
"mp-766109","Li11V12(CoO8)4","C2","-2.282","0.092","1.022","","59","4.08","584.127","true","monoclinic",""
"mp-776322","Li2V5CoO12","C2","-2.298","0.092","0.000","","20","3.463","249.103","true","monoclinic",""
"mp-761605","Li5V3(CoO5)2","P1","-2.189","0.096","0.000","","20","4.085","189.167","true","triclinic",""
"mp-764446","LiV3(CoO6)2","P21/c","-1.855","0.098","0.716","","72","3.378","923.361","false","monoclinic",""
"mp-773242","Li3V3CoO8","R3","-2.282","0.1","0.801","","15","4.132","144.912","true","trigonal",""
"mp-768052","LiVCoO4","Imma","-2.045","0.112","0.000","","14","4.132","145.331","true","orthorhombic",""
"mp-773393","Li2V2CoO6","Cmce","-2.138","0.173","1.143","","22","3.836","234.37","true","orthorhombic",""
"mp-776143","Li4V3CrO8","C2/m","-2.469","0","0.000","75","16","3.994","149.916","true","monoclinic",""
"mp-776615","Li4VCr3O8","P2/m","-2.424","0","1.826","","16","4.06","148.345","true","monoclinic",""
"mp-776618","Li4VCr3O8","C2/m","-2.423","0","1.919","","16","4.059","148.388","true","monoclinic",""
"mp-853146","Li4VCr3O8","R3m","-2.423","0.001","0.000","","16","4.04","149.059","true","trigonal",""
"mp-769609","Li4VCr3O8","P1","-2.418","0.005","1.559","","32","4.041","298.086","true","triclinic",""
"mp-770041","Li3VCr2O6","C2/m","-2.426","0.005","1.874","","12","4.039","111.722","true","monoclinic",""
"mp-769593","Li4VCr3O8","P1","-2.418","0.005","0.000","","32","4.038","298.318","true","triclinic",""
"mp-769605","Li4VCr3O8","P1","-2.418","0.005","1.510","","32","4.055","297.046","true","triclinic",""
"mp-769595","Li4VCr3O8","P1","-2.418","0.006","1.608","","32","4.058","296.821","true","triclinic",""
"mp-776136","Li2VCrO4","C2/m","-2.44","0.006","0.975","","8","4.001","75.051","true","monoclinic",""
"mp-769608","Li4VCr3O8","P1","-2.417","0.006","1.931","","32","4.055","297.052","true","triclinic",""
"mp-769611","Li4V3CrO8","P1","-2.462","0.006","1.937","","32","3.961","302.308","true","triclinic",""
"mp-769614","Li4V3CrO8","P1","-2.462","0.007","1.872","","32","3.955","302.803","true","triclinic",""
"mp-769617","Li2VCrO4","P1","-2.439","0.007","1.269","","24","3.99","225.764","true","triclinic",""
"mp-774288","Li2V3CrO8","P21","-2.483","0.007","1.085","","56","3.841","599.523","true","monoclinic",""
"mp-769615","Li4V3CrO8","P1","-2.462","0.007","0.000","","32","3.949","303.251","true","triclinic",""
"mp-769635","Li2VCrO4","P1","-2.439","0.007","1.319","","24","3.987","225.936","true","triclinic",""
"mp-775825","Li2VCrO4","P2/m","-2.439","0.007","0.927","","8","3.999","75.087","true","monoclinic",""
"mp-769628","Li4V3CrO8","P1","-2.462","0.007","0.000","","32","3.958","302.555","true","triclinic",""
"mp-768055","Li2VCrO4","P2/c","-2.439","0.007","1.717","","16","3.995","150.315","true","monoclinic",""
"mp-769641","Li2VCrO4","C2/c","-2.439","0.008","1.628","","16","3.995","150.333","true","monoclinic",""
"mp-769620","Li2VCrO4","P1","-2.438","0.008","1.932","","24","3.992","225.664","true","triclinic",""
"mp-768057","Li2VCrO4","P1","-2.438","0.008","1.773","","16","3.996","150.267","true","triclinic",""
"mp-768048","Li4VCr3O8","P1","-2.414","0.009","1.920","","16","4.036","149.222","true","triclinic",""
"mp-868630","Li4V3CrO8","P1","-2.459","0.009","1.031","","32","3.943","303.72","true","triclinic",""
"mp-774098","LiVCrO4","Imma","-2.446","0.009","1.153","","14","3.861","149.566","true","orthorhombic",""
"mp-763906","Li2VCrO4","Imma","-2.435","0.011","1.735","","16","4.007","149.876","true","orthorhombic",""
"mp-769652","Li2VCrO4","C2/m","-2.433","0.013","1.532","","16","3.972","151.191","true","monoclinic",""
"mp-768054","Li4V3CrO8","P1","-2.455","0.013","0.964","","16","3.93","152.348","true","triclinic",""
"mp-775729","Li4V3CrO8","P2/m","-2.455","0.014","0.986","","16","3.939","152.017","true","monoclinic",""
"mp-868634","Li2VCrO4","P1","-2.431","0.015","1.319","","24","3.98","226.312","true","triclinic",""
"mp-771655","Li3V2CrO6","C2/m","-2.44","0.021","1.887","","12","3.967","113.298","true","monoclinic",""
"mp-777002","Li4V5Cr3O16","Cm","-2.45","0.023","1.091","","28","3.988","289.153","true","monoclinic",""
"mp-778232","Li2V3Cr2O12","Pbcn","-2.334","0.025","1.986","","76","2.93","1048.843","false","orthorhombic",""
"mp-777666","Li2V3CrO8","Cc","-2.465","0.025","1.123","","28","3.99","288.586","true","monoclinic",""
"mp-853131","Li2V3CrO8","R3m","-2.459","0.03","0.000","","14","3.897","147.724","true","trigonal",""
"mp-769583","Li3VCr3O8","P1","-2.393","0.035","1.509","","30","3.953","298.863","true","triclinic",""
"mp-775047","Li2VCrO4","I4m2","-2.408","0.038","0.754","","8","4.065","73.855","true","tetragonal",""
"mp-778301","Li4V3Cr5O16","Cm","-2.398","0.04","0.773","","28","4.047","285.803","true","monoclinic",""
"mp-771618","Li5V3Cr2O10","P1","-2.415","0.04","1.706","","20","3.987","188.051","true","triclinic",""
"mp-777000","Li3V4CrO8","C2/m","-2.343","0.043","0.618","","16","4.237","158.57","true","monoclinic",""
"mp-769596","Li3V3CrO8","P1","-2.444","0.044","0.902","","30","3.891","301.846","true","triclinic",""
"mp-780821","Li3VCr3O8","C2/m","-2.381","0.048","0.228","","15","3.986","148.201","true","monoclinic",""
"mp-850093","Li2VCr2O6","C2/m","-2.389","0.05","1.309","","33","3.915","336.94","true","monoclinic",""
"mp-850080","Li4V3Cr3O12","P1","-2.408","0.053","1.180","","22","3.883","226.022","true","triclinic",""
"mp-850135","Li3V2Cr2O8","P1","-2.405","0.055","0.843","","15","3.948","149.166","true","triclinic",""
"mp-776068","LiVCrO4","P1","-2.399","0.056","1.367","","21","3.828","226.305","true","triclinic",""
"mp-774012","Li5V5Cr2O12","C2","-2.351","0.057","0.282","","24","4.217","230.507","true","monoclinic",""
"mp-780923","Li4V5Cr2O12","P21","-2.383","0.059","0.948","","46","4.23","454.151","true","monoclinic",""
"mp-769590","Li2V3CrO8","P1","-2.43","0.06","0.990","","28","3.81","302.198","true","triclinic",""
"mp-849330","Li2V2CrO6","C2/m","-2.42","0.061","0.000","","33","3.865","339.943","true","monoclinic",""
"mp-772575","Li9V12Cr7O48","P1","-2.28","0.061","0.009","","76","3.374","888.594","false","triclinic",""
"mp-772377","Li2VCr3O8","P63mc","-2.352","0.061","0.780","","28","4.081","283.868","true","hexagonal",""
"mp-772560","Li9V12Cr7O48","P1","-2.279","0.062","0.471","","76","3.403","881.219","false","triclinic",""
"mp-764983","Li3VCr3O8","R3m","-2.363","0.065","1.507","","15","4.008","147.391","true","trigonal",""
"mp-771672","Li3VCr3O8","R3m","-2.362","0.066","1.258","","15","3.983","148.298","true","trigonal",""
"mp-849964","Li2V3CrO8","Cm","-2.421","0.069","1.450","","14","3.772","152.621","true","monoclinic",""
"mp-780925","Li4V3Cr2O10","P1","-2.395","0.074","1.037","","19","3.943","187.238","true","triclinic",""
"mp-771624","Li2VCr2O6","Cmce","-2.364","0.076","1.800","","22","3.759","233.992","true","orthorhombic",""
"mp-865139","LiV2CrO6","R3","-2.389","0.076","0.584","","10","4.214","101.209","true","trigonal",""
"mp-764037","Li10V5Cr3O16","Cm","-2.291","0.077","1.130","","34","3.926","311.319","true","monoclinic",""
"mp-765717","Li5VCr3O8","P63mc","-2.255","0.081","1.253","","34","3.967","309.466","true","hexagonal",""
"mp-764013","Li5V3CrO8","Cc","-2.294","0.084","0.718","","34","3.939","309.847","true","monoclinic",""
"mp-781740","Li2V3CrO8","P1","-2.406","0.084","0.614","","14","3.796","151.652","true","triclinic",""
"mp-781743","Li3V5Cr2O12","C2","-2.393","0.085","0.413","","22","4.171","227.528","true","monoclinic",""
"mp-853248","LiVCrO4","Imma","-2.37","0.085","1.252","","14","3.928","147.007","true","orthorhombic",""
"mp-769589","LiV3CrO8","P1","-2.381","0.09","1.179","","26","3.697","305.175","true","triclinic",""
"mp-764149","Li5V2Cr2O8","C2/m","-2.267","0.091","0.732","","17","3.875","157.957","true","monoclinic",""
"mp-769577","Li2VCr3O8","P1","-2.322","0.092","0.810","","28","3.861","300.015","true","triclinic",""
"mp-850150","Li3V3Cr2O10","P1","-2.381","0.093","1.166","","18","3.821","190.189","true","triclinic",""
"mp-782662","Li2V5Cr2O12","P21","-2.39","0.094","1.283","","42","4.202","446.262","true","monoclinic",""
"mp-764096","Li10V3Cr5O16","P1","-2.251","0.096","0.491","","34","3.99","307.198","false","triclinic",""
"mp-849360","LiV2CrO6","C2/m","-2.364","0.101","1.122","","30","3.731","342.882","true","monoclinic",""
"mp-765682","Li3V3CrO8","Cm","-2.385","0.103","0.188","","15","3.722","157.764","true","monoclinic",""
"mp-764160","Li5VCr3O8","R3m","-2.233","0.103","0.620","","17","3.869","158.625","true","trigonal",""
"mp-775553","Li2V3CuO8","P212121","-2.255","0.038","0.697","16","56","3.988","596.698","true","orthorhombic",""
"mp-772122","Li3V4CuO12","C2","-2.263","0.039","1.129","","20","3.121","255.441","true","monoclinic",""
"mp-772248","LiV4CuO12","C2","-2.095","0.043","0.387","","18","3.13","247.357","true","monoclinic",""
"mp-505131","LiVCuO4","Imma","-1.968","0.047","0.260","","14","4.117","149.595","true","orthorhombic",""
"mp-774942","Li2V3CuO8","P43","-2.246","0.048","0.570","","56","3.975","598.679","true","tetragonal",""
"mp-775500","Li11V12(CuO4)12","C2/m","-1.944","0.049","0.086","","83","4.117","894.722","false","monoclinic",""
"mp-775734","Li5V6(CuO4)6","P21/c","-1.918","0.05","0.000","","82","4.111","893.25","false","monoclinic",""
"mp-775190","Li2V3CuO8","R3m","-2.227","0.067","0.000","","14","4.091","145.409","true","trigonal",""
"mp-853230","Li2V3CuO8","R3m","-2.222","0.071","0.000","","14","4.003","148.619","true","trigonal",""
"mp-764692","LiVCuO4","Cmcm","-1.94","0.076","0.000","","14","3.966","155.257","true","orthorhombic",""
"mp-776749","Li2V3CuO8","Cc","-2.212","0.081","0.000","","28","4.05","293.793","true","monoclinic",""
"mp-775536","LiV4CuO12","P1","-2.054","0.085","0.350","","18","3.927","197.129","true","triclinic",""
"mp-776487","Li2V5CuO12","C2","-2.26","0.091","0.540","","20","3.391","256.698","true","monoclinic",""
"mp-777917","Li4V5Cu3O16","Cm","-2.061","0.099","0.000","","28","4.166","290.602","true","monoclinic",""
"mp-775214","LiVCuO4","P4322","-1.915","0.101","0.000","","28","4.252","289.666","true","tetragonal",""
"mp-771628","LiVCuO4","Imma","-1.908","0.108","0.000","","14","4.088","150.649","true","orthorhombic",""
"mp-775234","Li3V3(FeO6)2","P21/c","-2.3","0.009","2.456","54","80","3.104","1021.299","false","monoclinic",""
"mp-765728","Li4VFe3O8","R3m","-2.184","0.009","0.676","","16","4.099","151.606","true","trigonal",""
"mp-775342","LiVFeO4","Cmcm","-2.279","0.01","2.201","","14","3.619","163.11","true","orthorhombic",""
"mp-776146","Li2V3FeO8","P21","-2.396","0.011","1.022","","56","3.894","597.877","true","monoclinic",""
"mp-765701","Li4V3FeO8","R3m","-2.378","0.013","0.754","","16","3.972","152.338","true","trigonal",""
"mp-773535","LiVFeO4","Imma","-2.274","0.015","1.997","","14","3.892","151.665","true","orthorhombic",""
"mp-775461","Li2V3FeO8","P43212","-2.387","0.02","1.161","","56","3.851","604.668","true","tetragonal",""
"mp-770493","Li5V2Fe5O12","C2","-2.138","0.021","1.095","","24","4.39","229.887","true","monoclinic",""
"mp-770982","Li2VFeO4","P1","-2.27","0.026","1.162","","24","4.029","228.304","true","triclinic",""
"mp-775524","Li2V3FeO8","Cmc21","-2.376","0.031","1.246","","28","3.982","292.364","true","orthorhombic",""
"mp-775811","LiVFeO4","P4322","-2.258","0.032","1.113","","28","4.003","294.883","true","tetragonal",""
"mp-776874","Li2V3(FeO6)2","Pbcn","-2.191","0.033","2.373","","76","2.89","1081.256","false","orthorhombic",""
"mp-775175","LiVFeO4","Imma","-2.257","0.033","1.150","","14","3.894","151.593","true","orthorhombic",""
"mp-773233","Li5V2Fe3O10","P1","-2.225","0.033","1.023","","20","4.103","187.84","true","triclinic",""
"mp-773995","Li5V5(FeO6)2","C2","-2.313","0.036","1.312","","24","4.265","230.911","false","monoclinic",""
"mp-762682","Li4V2Fe5O12","P21","-2.109","0.048","0.901","","46","4.4","453.556","true","monoclinic",""
"mp-850103","Li4V5(FeO6)2","P21","-2.309","0.05","1.398","","46","4.261","456.861","true","monoclinic",""
"mp-764205","Li3V(FeO3)2","Cmc21","-2.18","0.052","1.171","","24","3.878","239.323","true","orthorhombic",""
"mp-771108","Li3V(FeO2)4","C2/m","-2.039","0.053","0.107","","16","4.639","151.458","true","monoclinic",""
"mp-762757","Li4V2Fe3O10","P1","-2.204","0.057","0.784","","38","4.041","375.751","true","triclinic",""
"mp-773273","Li3VFe3O8","R3m","-2.138","0.059","1.333","","15","4.003","152.377","true","trigonal",""
"mp-773776","Li2VFe3O8","P4332","-2.106","0.06","1.304","","56","3.924","610.013","true","cubic",""
"mp-780819","Li4V3FeO10","P4m2","-2.36","0.063","1.078","","18","3.155","208.661","true","tetragonal",""
"mp-776768","Li4V5Fe3O16","P1","-2.286","0.063","0.652","","28","4.022","291.514","true","triclinic",""
"mp-763749","Li3V2Fe3O10","P1","-2.191","0.064","1.299","","18","3.92","190.707","true","triclinic",""
"mp-771748","Li2VFe3O8","R3m","-2.102","0.064","0.952","","14","3.927","152.369","true","trigonal",""
"mp-770674","Li9V12Fe7O48","P1","-2.15","0.064","0.027","","76","3.365","904.324","false","triclinic",""
"mp-850893","Li9V12Fe7O48","P1","-2.149","0.065","0.052","","76","3.334","912.783","false","triclinic",""
"mp-772417","Li4V3Fe5O16","Cm","-2.166","0.065","0.996","","28","4.068","292.173","true","monoclinic",""
"mp-773994","Li2V3FeO8","R3m","-2.342","0.065","0.000","","14","3.917","148.604","true","trigonal",""
"mp-773355","Li3V(FeO3)2","C2/m","-2.166","0.066","0.000","","12","4.074","113.9","true","monoclinic",""
"mp-776265","Li5V3(FeO5)2","P1","-2.267","0.066","0.265","","20","4.016","189.893","false","triclinic",""
"mp-763759","Li4V3(FeO5)2","P1","-2.276","0.068","1.316","","19","3.951","190.062","false","triclinic",""
"mp-763971","Li3VFe3O8","P63mc","-2.13","0.068","1.216","","30","4.201","290.385","true","hexagonal",""
"mp-769963","Li2VFeO5","P4/nmm","-2.248","0.074","1.891","","18","3.253","204.864","true","tetragonal",""
"mp-773243","Li4VFe3O8","P1","-2.118","0.075","1.374","","16","3.281","189.402","true","triclinic",""
"mp-775471","Li3V4FeO12","C2","-2.328","0.076","0.000","","20","3.03","258.93","true","monoclinic",""
"mp-763659","Li3V2(FeO4)2","P1","-2.224","0.079","0.915","","15","4.016","149.843","true","triclinic",""
"mp-775660","Li4V5(Fe2O9)2","Pbam","-2.227","0.082","1.377","","62","3.805","692.81","true","orthorhombic",""
"mp-762710","Li3VFe3O8","C2/m","-2.114","0.084","0.016","","15","4.038","151.038","true","monoclinic",""
"mp-771840","Li3V2FeO6","C2/m","-2.273","0.085","1.077","","12","4.061","112.252","true","monoclinic",""
"mp-774133","LiV2FeO6","C2/c","-2.261","0.088","0.970","","20","3.496","247.646","true","monoclinic",""
